"","title","artist","top_peak","streak","entries","avgpos","sdpos","artist_clean","danceability","energy","song_key","loudness","song_mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration","time_signature","len","cat"
"1","...Ready For It?","Taylor Swift",4,20,7,41.6766917293233,21.6929498644356,"Taylor Swift",0.613,0.764,2,-6.509,"1",-1.99510039324608,-2.94313982343482,0,-1.62455155024415,0.417,160.015,208187,"4",12,"long"
"2","'Til You Can't","Cody Johnson",18,32,7,52.185520361991,26.1941521635823,"Cody Johnson",0.501,0.815,1,-4.865,"1",-3.13269812862715,-2.97006452680541,0,-2.24431618487007,0.46,160.087,224213,"4",12,"long"
"3","'Tis The Damn Season","Taylor Swift",39,2,7,65,26.9814751264641,"Taylor Swift",0.575,0.434,5,-8.193,"1",-3.4673371841667,-0.3078847797693,6.59e-05,-2.25379492882461,0.348,145.916,229840,"4",12,"medium"
"4","(There's No Place Like) Home For The Holidays","Perry Como",22,12,7,35.5833333333333,7.60026685221641,"Perry Como",0.532,0.401,5,-10.629,"1",-2.94694210938456,-0.140412153716745,0,-1.50507789710986,0.45,143.823,178293,"4",10,"medium"
"5","@ MEH","Playboi Carti",35,1,7,35,0,"Playboi Carti",0.764,0.512,1,-6.814,"1",-1.20397280432594,-6.45033043194326,0,-2.40905733750456,0.586,81.541,118500,"4",13,"short"
"6","$ave Dat Money","Lil Dicky Featuring Fetty Wap & Rich Homie Quan",71,19,0,82.5063291139241,7.72752890764573,"Lil Dicky",0.858,0.697,2,-5.361,"1",-1.46967597005894,-2.17155683058764,0,-1.4961092271271,0.364,98.013,290836,"4",9,"long"
"7","1 Night","Lil Yachty",49,20,6,68.0948905109489,14.3613468214053,"Lil Yachty",0.764,0.475,0,-12.618,"1",-2.17155683058764,-1.06421086195078,0,-1.96611285637283,0.34,129.974,243270,"4",10,"long"
"8","1 Step Forward, 3 Steps Back","Olivia Rodrigo",19,4,7,54.25,29.1733325716027,"Olivia Rodrigo",0.473,0.203,2,-12.627,"1",-2.28278246569787,-0.0608121393967575,0,-2.07147337203066,0.419,168.884,163587,"4",14,"medium"
"9","1-800-273-8255","Logic Featuring Alessia Cara & Khalid",3,42,7,34.4146341463415,23.6777357386288,"Logic",0.62,0.574,5,-7.788,"0",-3.03863977456527,-0.563874844855806,0,-1.66073120682165,0.357,100.023,250173,"4",5,"long"
"10","1, 2 Many","Luke Combs & Brooks & Dunn",97,1,7,97,0,"Luke Combs",0.54,0.821,6,-3.789,"1",-2.43840481613658,-3.22640409128899,0,-0.860383099935859,0.685,148.798,180907,"4",10,"short"
"11","1.5","21 Savage",86,1,7,86,0,"21 Savage",0.885,0.52,1,-8.353,"1",-1.02443289049386,-8.31834233267107,1.16e-06,-0.789658080940789,0.306,84.022,148656,"4",9,"short"
"12","10 Freaky Girls","Metro Boomin Featuring 21 Savage",42,4,7,57.75,10.5431213313424,"Metro Boomin",0.81,0.353,6,-9.931,"0",-1.17118298150295,-0.53102833108351,0,-2.28278246569787,0.0727,88.031,208293,"4",12,"medium"
"13","10,000 Hours","Dan + Shay & Justin Bieber",4,30,7,15.9333333333333,10.8700604283559,"Dan + Shay",0.654,0.63,10,-4.644,"1",-3.65351231027664,-1.8773173575897,0,-2.1982250776698,0.43,89.991,167693,"4",10,"long"
"14","1400 / 999 Freestyle","Trippie Redd Featuring Juice WRLD",55,3,7,65,7.43639697703128,"Trippie Redd",0.825,0.572,6,-6.067,"0",-2.44876760317213,-4.84089251950916,0,-2.1803674602698,0.568,141.991,175954,"4",12,"medium"
"15","1942","G-Eazy Featuring Yo Gotti & YBN Nahmir",70,8,7,81.25,8.46865879689233,"G-Eazy",0.817,0.646,4,-5.12,"0",-1.39030238251743,-4.18645985112991,0,-2.07944154167984,0.835,162.898,213080,"4",6,"medium"
"16","1942 Flows","Meek Mill",83,1,7,83,0,"Meek Mill",0.63,0.628,2,-4.016,"1",-1.11779510808488,-2.96617347131245,0,-2.39689577246529,0.266,121.307,282667,"5",9,"short"
"17","1985 (Intro To The Fall Off)","J. Cole",20,2,7,49.5,30.6135967781035,"J. Cole",0.679,0.648,2,-5.892,"1",-0.809680996815897,-1.93102153656156,0,-1.70374859190534,0.635,94.378,190177,"4",7,"medium"
"18","1999","Prince",12,30,0,34,7.26424330327879,"Prince",0.864,0.826,10,-5.496,"1",-2.50838000597364,-1.46967597005894,2.36e-06,-2.71356538179032,0.596,118.955,373747,"4",6,"long"
"19","2 Much","Justin Bieber",68,1,7,68,0,"Justin Bieber",0.583,0.444,9,-8.601,"1",-3.0878475624618,-0.522560879984412,0,-1.04128722204884,0.167,119.59,152796,"4",13,"short"
"20","2 Phones","Kevin Gates",17,25,7,36.5202312138728,19.1443687741378,"Kevin Gates",0.895,0.681,7,-5.267,"0",-1.02722229258144,-1.85150947363383,0,-1.66600826392249,0.554,121.918,240000,"4",11,"long"
"21","20/20","Lil Tjay",94,1,7,94,0,"Lil Tjay",0.886,0.336,4,-12.779,"1",-1.43129172705063,-0.585190039054853,0,-2.37193517112884,0.536,100.044,230448,"4",8,"short"
"22","2040","Lil Baby & Lil Durk",31,2,7,62.5,32.6890948647546,"Lil Baby",0.744,0.697,11,-4.067,"1",-1.99510039324608,-3.18206185174548,0,-2.18925640768704,0.238,150.046,192921,"4",8,"medium"
"23","2055","Sleepy Hallow",51,17,7,67.6470588235294,13.1610546659544,"Sleepy Hallow",0.829,0.512,6,-5.865,"0",-1.67664666212755,-0.709276562489829,0,-2.12026353620009,0.638,80.511,123987,"4",13,"long"
"24","21","Polo G",62,8,7,88.625,11.9385738450849,"Polo G",0.783,0.479,7,-10.646,"1",-0.614336000135655,-1.90380897303668,0,-2.29263476214088,0.533,176.027,163798,"4",6,"medium"
"25","22 (Taylor's Version)","Taylor Swift",52,1,7,52,0,"Taylor Swift",0.642,0.695,7,-5.62,"1",-3.57198570264244,-7.72194078791914,1.02e-05,-2.58627514417629,0.642,103.984,230960,"4",12,"short"
"26","223's","YNW Melly & 9lokknine",34,19,7,62.3684210526316,20.9727361563049,"YNW Melly",0.932,0.547,0,-7.787,"0",-1.09961278900169,-3.24933503235291,0,-2.3816283003345,0.695,94.998,176640,"4",9,"long"
"27","23","Sam Hunt",50,20,7,66.9,16.0634085276189,"Sam Hunt",0.641,0.78,3,-5.138,"1",-2.46275384514687,-3.8824642031866,0,-1.94491064872223,0.693,98.004,179720,"4",8,"long"
"28","24","Kanye West",43,1,7,43,0,"Kanye West",0.386,0.534,5,-6.086,"0",-3.24676102835774,-2.04794287462046,0,-1.04696905551627,0.343,110.057,197898,"4",10,"short"
"29","24","Money Man Featuring Lil Baby",49,14,7,63.5714285714286,10.2695626745141,"Money Man",0.868,0.638,2,-7.746,"1",-2.60911025324731,-1.9241486572738,0.0565,-2.37408109469912,0.459,126.03,182857,"4",9,"long"
"30","24 Hours","A Boogie Wit da Hoodie Featuring Lil Durk",92,1,7,92,0,"A Boogie Wit da Hoodie",0.586,0.474,2,-9.21,"0",-1.71479842809193,-1.09661428600544,0,-2.13707065451647,0.146,91.105,205702,"4",22,"short"
"31","24/7","Meek Mill Featuring Ella Mai",54,19,7,80.5789473684211,11.131589316075,"Meek Mill",0.657,0.711,0,-5.355,"1",-0.983499481567605,-4.30506559353775,0,-1.50959257746438,0.368,86.957,221522,"4",9,"long"
"32","24K Magic","Bruno Mars",4,41,7,21.4965034965035,15.2102800536517,"Bruno Mars",0.818,0.803,1,-4.282,"1",-2.52948569318597,-3.38139475436598,0,-1.8773173575897,0.632,106.97,225983,"4",10,"long"
"33","25 Million","Roddy Ricch",77,1,7,77,0,"Roddy Ricch",0.793,0.481,9,-9.258,"1",-2.0874737133771,-3.9633162998157,1.09e-06,-1.97328134585145,0.395,132.202,204626,"4",11,"short"
"34","25k Jacket","Gunna Featuring Lil Baby",28,3,7,62.3333333333333,26.9857987343961,"Gunna",0.903,0.537,5,-6.854,"0",-1.2623083813389,-1.83258146374831,0,-2.04794287462046,0.737,115.013,120000,"4",5,"medium"
"35","2Hoo","YoungBoy Never Broke Again",86,1,7,86,0,"YoungBoy Never Broke Again",0.761,0.493,9,-8.349,"1",-0.631111789640493,-1.2623083813389,0,-1.53247687129797,0.655,162.185,166844,"4",26,"short"
"36","2step","Ed Sheeran Featuring Lil Baby",51,4,7,66.08,9.8273428080365,"Ed Sheeran",0.693,0.643,4,-5.867,"0",-2.49132721759092,-1.98050159382493,0,-2.22562405185792,0.477,95.055,163450,"4",10,"medium"
"37","2U","David Guetta Featuring Justin Bieber",16,11,7,37.9090909090909,16.5252452949243,"David Guetta",0.551,0.651,8,-5.828,"0",-2.82346105261354,-1.49165487677772,0,-1.4961092271271,0.562,144.875,194907,"4",12,"medium"
"38","3 Headed Goat","Lil Durk Featuring Lil Baby & Polo G",43,16,7,88.4375,13.8276269028986,"Lil Durk",0.846,0.48,8,-8.618,"0",-1.02443289049386,-1.3130438993803,0,-2.31364604035347,0.419,143.029,169532,"4",8,"long"
"39","3 Headed Snake","Gunna Featuring Young Thug",74,1,7,74,0,"Gunna",0.914,0.415,6,-10.708,"1",-0.767870726755882,-2.92620621090538,0,-2.03255795578099,0.646,135.03,241995,"4",5,"short"
"40","30","Pop Smoke Featuring Bizzy Banks",97,1,7,97,0,"Pop Smoke",0.578,0.684,0,-5.908,"1",-1.65548185093551,-2.23492644452023,0,-0.713349887877465,0.595,106.743,228252,"3",9,"short"
"41","31 Days","Future",65,2,7,82,17.6417337365342,"Future",0.875,0.644,1,-6.554,"1",-1.50507789710986,-1.32050662058189,0,-2.07944154167984,0.788,139.086,240682,"4",6,"medium"
"42","33","Polo G",93,1,7,93,0,"Polo G",0.732,0.462,5,-10.191,"0",-0.901402119380404,-2.07147337203066,0,-2.12026353620009,0.117,180.067,170057,"4",6,"short"
"43","34+35","Ariana Grande Feat. Doja Cat & Megan Thee Stallion",2,28,7,17.3928571428571,11.516487623381,"Ariana Grande Feat. Doja Cat",0.83,0.585,0,-6.476,"1",-2.36446049671213,-1.43969513784701,0,-1.39432653281715,0.485,109.978,173711,"4",28,"long"
"44","365","Zedd & Katy Perry",86,1,7,86,0,"Zedd",0.745,0.693,2,-5.479,"0",-3.38139475436598,-1.08175517160169,0,-2.09557092360972,0.248,98.039,181900,"4",4,"short"
"45","4 AM","2 Chainz Featuring Travis Scott",55,12,7,78.6666666666667,12.7471549703986,"2 Chainz",0.796,0.5,1,-7.21,"1",-0.85566611005772,-2.13707065451647,0,-1.86433016206289,0.227,75.012,255560,"4",8,"medium"
"46","4 Da Gang","42 Dugg & Roddy Ricch",67,14,7,85.7857142857143,9.90079659400577,"42 Dugg",0.87,0.561,7,-10.388,"1",-1.68200860526894,-4.39005880637115,0,-2.2730262907525,0.691,100.458,156368,"4",7,"long"
"47","4 Da Gang","Future",92,1,7,92,0,"Future",0.705,0.474,2,-7.534,"1",-1.03563748950672,-2.58893472021205,0,-1.4740332754279,0.179,146.244,187749,"4",6,"short"
"48","4 Your Eyez Only","J. Cole",29,1,7,29,0,"J. Cole",0.701,0.485,11,-10.305,"0",-1.0106014113454,-1.00239343092757,6.31e-05,-2.46275384514687,0.496,78.863,530253,"4",7,"short"
"49","4:44","JAY-Z",35,2,7,48,13.490737563232,"JAY-Z",0.261,0.852,9,-4.965,"1",-1.84516024595517,-1.97328134585145,4.26e-05,-0.740238788093796,0.431,177.997,284493,"4",5,"medium"
"50","44 Bulldog","Pop Smoke",39,2,7,69,31.1324712997663,"Pop Smoke",0.8,0.564,8,-5.817,"1",-0.916290731874155,-3.55085815621656,1.65e-06,-2.18925640768704,0.318,139.989,150857,"4",9,"medium"
"51","44 More","Logic",22,5,7,57.6,22.0483426081124,"Logic",0.824,0.584,10,-7.098,"0",-1.50959257746438,-2.63387080292796,0,-2.24431618487007,0.219,139.965,188600,"4",5,"medium"
"52","4422","Drake Featuring Sampha",50,2,7,66,16.6039846932087,"Drake",0.609,0.229,11,-12.36,"0",-3.40219788199574,-0.583396316600826,0.0413,-2.1803674602698,0.19,111.887,186293,"4",5,"medium"
"53","444+222","Lil Uzi Vert",60,3,7,79.6666666666667,16.7401712456394,"Lil Uzi Vert",0.791,0.513,10,-6.568,"0",-1.3130438993803,-3.75075485783202,2.83e-05,-2.29263476214088,0.481,76.997,247347,"4",12,"medium"
"54","4KT Baby","YoungBoy Never Broke Again",96,1,7,96,0,"YoungBoy Never Broke Again",0.608,0.814,6,-6.466,"0",-0.805196684368568,-3.45459815838927,0,-2.34444929709274,0.654,167.962,137143,"4",26,"short"
"55","4th Baby Mama","Summer Walker",56,1,7,56,0,"Summer Walker",0.874,0.348,9,-9.643,"1",-2.56785357060893,-1.08175517160169,8.6e-06,-2.15416508787577,0.151,111.98,225000,"4",13,"short"
"56","4th Dimension","KIDS SEE GHOSTS Featuring Louis Prima",42,1,7,42,0,"KIDS SEE GHOSTS",0.765,0.542,1,-6.755,"1",-0.941608539858445,-1.2801341652915,1.87e-05,-0.49593701127224,0.734,171.945,153351,"4",15,"short"
"57","5% Tint","Travis Scott",36,2,7,62.5,27.5003496481269,"Travis Scott",0.712,0.481,4,-5.415,"0",-3.02207624889359,-1.75446368448436,0,-1.42295834549148,0.062,140,196138,"4",12,"medium"
"58","50 Shots","YoungBoy Never Broke Again",59,1,7,59,0,"YoungBoy Never Broke Again",0.772,0.786,2,-5.874,"1",-1.00512194558077,-2.4949569856415,0,-1.05843049903528,0.668,78.517,161309,"4",26,"short"
"59","5500 Degrees","EST Gee Featuring Lil Baby, 42 Dugg & Rylo Rodriguez",92,2,7,96,4.15099617330217,"EST Gee",0.843,0.697,7,-6.542,"1",-1.05268335677971,-3.83970234384852,0,-1.93794197940614,0.792,98.081,184833,"4",7,"medium"
"60","6 Inch","Beyonce Featuring The Weeknd",18,3,7,42.6666666666667,28.8050921424205,"Beyonce",0.516,0.637,6,-8.832,"1",-2.76145097782933,-3.13960264397369,3.89e-06,-2.20727491318972,0.324,138.011,260440,"4",7,"medium"
"61","6 Kiss","Trippie Redd Featuring Juice WRLD & YNW Melly",60,4,7,79.5,14.4286238146673,"Trippie Redd",0.687,0.449,2,-10.061,"1",-1.87080267656851,-2.21640739675299,0,-1.26584820804402,0.229,142.048,199437,"4",12,"medium"
"62","66","Lil Yachty Featuring Trippie Redd",73,1,7,73,0,"Lil Yachty",0.667,0.723,5,-4.31,"0",-1.30933331998376,-3.09004295302523,0.000193,-1.54646311327271,0.251,148.058,153475,"4",10,"short"
"63","679","Fetty Wap Featuring Remy Boyz",4,40,0,28.1698113207547,9.72230787623245,"Fetty Wap",0.618,0.717,7,-5.738,"1",-1.14570389620196,-5.96774802049067,0,-0.470003629245736,0.603,190.05,196693,"4",9,"long"
"64","7 Rings","Ariana Grande",1,33,7,14.2424242424242,13.3365180649785,"Ariana Grande",0.778,0.317,1,-10.732,"0",-1.09661428600544,-0.524248644098131,0,-2.42928274604,0.327,140.048,178627,"4",13,"long"
"65","7 Summers","Morgan Wallen",6,24,7,54.25,19.3368346337423,"Morgan Wallen",0.466,0.786,0,-5.13,"1",-3.41732676359204,-0.874669057183336,6.1e-05,-2.07944154167984,0.571,203.903,210507,"4",13,"long"
"66","7 Years","Lukas Graham",2,36,7,22.2591093117409,21.4361802852026,"Lukas Graham",0.765,0.473,10,-5.829,"1",-2.96811710652102,-1.24827306322252,0,-0.939047718996771,0.34,119.992,237300,"4",12,"long"
"67","712PM","Future",8,3,7,48.6666666666667,35.21697451681,"Future",0.711,0.686,5,-6.409,"0",-1.30563645810244,-3.33822258250077,0,-2.0874737133771,0.536,146.971,173187,"4",6,"medium"
"68","7am On Bridle Path","Drake",16,3,7,55,31.8260899263482,"Drake",0.724,0.531,5,-4.108,"0",-1.21066179247673,-1.49165487677772,0,-2.20727491318972,0.141,89.901,239635,"4",5,"medium"
"69","8","Billie Eilish",79,1,7,79,0,"Billie Eilish",0.735,0.235,3,-13.239,"1",-1.1551826401565,-0.359536176219765,0.00604,-2.23492644452023,0.462,62.446,173202,"4",13,"short"
"70","8 Out Of 10","Drake",21,3,7,59.3333333333333,32.2123164850548,"Drake",0.527,0.689,2,-7.87,"1",-0.29975465368605,-1.82635091399767,0,-0.697155201957484,0.31,170.538,195720,"4",5,"medium"
"71","80s Mercedes","Maren Morris",74,13,7,88,7.36809940818451,"Maren Morris",0.485,0.834,9,-5.413,"1",-2.63805782928218,-2.71055333132033,0,-1.27296567581289,0.659,90.933,211767,"4",12,"long"
"72","865","Morgan Wallen",46,5,7,70,12.2258164649766,"Morgan Wallen",0.532,0.584,8,-5.254,"1",-3.6969116258112,-0.324346056823372,0,-2.29263476214088,0.367,88.003,190680,"4",13,"medium"
"73","9","Drake",45,5,7,67.4,14.2997326178211,"Drake",0.68,0.712,10,-7.184,"1",-3.09444824649315,-7.12715584401751,0.000612,-1.43969513784701,0.0379,100.009,255787,"4",5,"medium"
"74","92 Explorer","Post Malone",40,3,7,69,24.2631407694882,"Post Malone",0.798,0.733,7,-4.811,"0",-3.04492251774476,-1.32802545299591,1.25e-06,-2.17155683058764,0.861,146.046,211427,"4",11,"medium"
"75","95.south","J. Cole",8,3,7,53.6666666666667,36.1833294948562,"J. Cole",0.713,0.793,2,-5.277,"1",-0.923818998294947,-1.30563645810244,0,-0.318828801448618,0.203,71.724,196946,"4",7,"medium"
"76","A Boy Is A Gun","Tyler, The Creator",74,1,7,74,0,"Tyler",0.417,0.689,2,-8.302,"0",-1.72597172869005,-0.553385238184787,0,-0.70117935225721,0.505,79.568,210253,"4",5,"short"
"77","A Girl Like You","Easton Corbin",98,1,7,98,0,"Easton Corbin",0.735,0.768,5,-4.481,"1",-3.34387231504289,-3.92713664323819,0,-2.74419564773856,0.83,104.991,217840,"4",13,"short"
"78","A Guy With A Girl","Blake Shelton",42,17,7,72.0084745762712,17.8672673849988,"Blake Shelton",0.552,0.893,0,-4.593,"1",-3.26230538279554,-4.14774533894922,0,-2.25379492882461,0.777,163.948,189467,"4",13,"long"
"79","A Holly Jolly Christmas","Burl Ives",4,26,7,18.8171428571429,14.8653242599359,"Burl Ives",0.683,0.375,0,-13.056,"1",-3.49660756646681,-0.546452801409142,0,-2.57702193869581,0.888,140.467,135533,"4",9,"long"
"80","A Little More Summertime","Jason Aldean",52,13,6,65.7840909090909,11.2233837006845,"Jason Aldean",0.482,0.823,9,-4.446,"1",-2.7165865321245,-3.25450300251135,3.69e-05,-2.35598586972116,0.451,167.665,219547,"4",12,"long"
"81","A Lonely Night","The Weeknd",69,1,6,69,0,"The Weeknd",0.853,0.663,7,-6.955,"0",-2.58362262272716,-3.14423228187243,8.71e-06,-2.41799594450537,0.864,113.998,220173,"4",10,"short"
"82","A Lot","21 Savage",12,23,7,26.9130434782609,9.64843983783637,"21 Savage",0.837,0.636,1,-7.643,"1",-2.45340798272863,-3.23145460707506,0.00125,-1.07294454191953,0.274,145.972,288624,"4",9,"long"
"83","A Million Dreams","P!nk",90,1,7,90,0,"P!nk",0.312,0.499,7,-6.282,"1",-3.22640409128899,-1.30195321268614,0,-2.40683511436785,0.191,148.173,273640,"4",4,"short"
"84","A Thousand Bad Times","Post Malone",29,3,7,59,24.6921040010769,"Post Malone",0.632,0.732,6,-3.498,"1",-2.3859667019331,-2.25379492882461,1.15e-05,-2.1982250776698,0.317,159,221173,"4",11,"medium"
"85","A-O-K","Tai Verdes",34,19,7,55.4736842105263,16.3626417383348,"Tai Verdes",0.731,0.626,11,-6.919,"1",-2.51949809455762,-2.07944154167984,0,-1.69826912614072,0.862,82.488,173640,"4",10,"long"
"86","A$AP Forever","A$AP Rocky Featuring Moby",63,2,7,64,1.03774904332554,"A$AP Rocky",0.428,0.754,5,-6.416,"0",-1.72036947314138,-1.20397280432594,0,-1.99510039324608,0.394,125.948,315773,"4",10,"medium"
"87","AA","Walker Hayes",28,19,7,49.5,17.8465682975747,"Walker Hayes",0.635,0.747,4,-6.227,"1",-3.53016776295912,-5.76672227443007,0,-1.06131650392441,0.753,104.027,189560,"4",12,"long"
"88","abcdefu","GAYLE",3,25,7,13.52,11.6992189541837,"GAYLE",0.695,0.54,4,-5.692,"1",-3.00983119793349,-1.20731170559145,0,-1.00239343092757,0.415,121.932,168602,"4",5,"long"
"89","About Damn Time","Lizzo",9,5,7,31.3125,21.8077191128102,"Lizzo",0.836,0.743,10,-6.305,"0",-2.72417958303209,-2.30759763481759,0,-1.09362474715707,0.722,108.966,191822,"4",5,"medium"
"90","Acquainted","The Weeknd",60,18,0,82.5728155339806,10.7088033620023,"The Weeknd",0.372,0.478,7,-9.835,"0",-2.98975020187644,-0.729811164931537,0,-2.47218787738023,0.254,101.102,348853,"4",10,"long"
"91","Act Up","City Girls",26,21,7,38.1428571428571,12.2513627981118,"City Girls",0.938,0.638,8,-4.713,"1",-1.66600826392249,-4.09234655955943,0,-2.1982250776698,0.313,97.075,158332,"4",10,"long"
"92","Adderall (Corvette Corvette)","Popp Hunna",74,6,7,86.8333333333333,9.17290992121716,"Popp Hunna",0.921,0.718,4,-3.545,"0",-1.20731170559145,-1.52785792544168,0,-1.66600826392249,0.677,141.06,176383,"4",10,"medium"
"93","Adicto","Tainy, Anuel AA & Ozuna",86,2,7,92,6.22649425995325,"Tainy",0.734,0.836,10,-4.803,"0",-2.61046987276335,-4.07454193492592,1.64e-05,-1.72036947314138,0.623,80.002,270741,"4",5,"medium"
"94","Adore You","Harry Styles",6,50,7,19.84,10.8845254367293,"Harry Styles",0.676,0.771,8,-3.675,"1",-3.03032371832361,-3.74228023084105,7e-06,-2.28278246569787,0.569,99.048,207133,"4",12,"long"
"95","Adventure Of A Lifetime","Coldplay",13,20,0,46.1717171717172,15.1415366028254,"Coldplay",0.638,0.924,7,-3.887,"1",-3.32423634052603,-6.18991548583182,0.000175,-1.90380897303668,0.53,111.995,263787,"4",8,"long"
"96","Africa","Weezer",51,15,7,68.4,14.4392627129057,"Weezer",0.534,0.784,8,-3.59,"1",-3.38434026459573,-1.58474529984373,0.00579,-2.24431618487007,0.6,92.147,238627,"4",6,"long"
"97","After A Few","Travis Denning",31,15,7,52.2666666666667,16.9627797673582,"Travis Denning",0.617,0.849,10,-4.316,"0",-3.33822258250077,-4.22673375026785,0,-1.63989711991881,0.695,106.998,213493,"4",14,"long"
"98","After Dark","Drake Featuring Static Major & Ty Dolla $ign",41,3,7,59.6666666666667,17.3560748250673,"Drake",0.687,0.429,2,-13.075,"1",-1.65025990695436,-3.20152718653359,0,-1.95192822138088,0.336,141.966,289560,"4",5,"medium"
"99","After Hours","The Weeknd",20,7,7,62.2857142857143,29.166904760933,"The Weeknd",0.664,0.572,5,-6.099,"0",-3.49002859536877,-2.51207231786077,0.00604,-2.1119647333854,0.143,108.959,361027,"4",10,"medium"
"100","After Last Night","Silk Sonic (Bruno Mars & Anderson .Paak) With Thundercat & Bootsy Collins",68,1,7,68,0,"Silk Sonic (Bruno Mars",0.651,0.703,0,-8.958,"0",-2.50592601701208,-3.51660823317348,0,-2.80016549001002,0.647,140.051,249444,"4",22,"short"
"101","After Party","Don Toliver",57,20,7,76.9,13.6166952117321,"Don Toliver",0.629,0.692,5,-8.045,"1",-3.28075122858629,-4.62435300540487,0.331,-0.505838082254952,0.453,162.948,167916,"4",11,"long"
"102","Afterglow","Ed Sheeran",29,10,7,49.7,18.7843212450618,"Ed Sheeran",0.641,0.324,11,-5.851,"1",-3.5098967985855,-0.359536176219765,0,-1.11474167059799,0.273,110.184,185487,"4",10,"medium"
"103","Afterglow","Taylor Swift",75,1,7,75,0,"Taylor Swift",0.756,0.449,9,-8.746,"1",-3.36969871460278,-2.04022082852655,0,-2.17155683058764,0.399,111.011,223293,"4",12,"short"
"104","Again","Fetty Wap",33,26,0,44.4509803921569,3.46591243680619,"Fetty Wap",0.748,0.733,11,-4.421,"0",-2.63108915996608,-5.08320598693109,0,-1.11169752821677,0.291,93.019,312240,"4",9,"long"
"105","Agosto","Bad Bunny",74,1,7,74,0,"Bad Bunny",0.849,0.584,1,-8.195,"0",-2.16282315061889,-2.37623163316234,6.18e-06,-0.709276562489829,0.724,115.018,139041,"4",9,"short"
"106","Aguacero","Bad Bunny",44,2,7,58.9090909090909,20.68552414349,"Bad Bunny",0.861,0.645,6,-6.96,"0",-2.59964432725842,-0.860383099935859,0.000592,-1.05268335677971,0.668,121.391,210989,"5",9,"medium"
"107","Ahhh Ha","Lil Durk",18,11,7,50.0909090909091,23.9292717784493,"Lil Durk",0.676,0.61,1,-9.185,"1",-1.29828348379718,-9.07931210956978,1.73e-06,-1.65548185093551,0.519,156.005,186538,"4",8,"medium"
"108","Aim For The Moon","Pop Smoke Featuring Quavo",34,2,7,61.5,28.5380986914524,"Pop Smoke",0.713,0.605,11,-7.487,"1",-2.23492644452023,-0.699165252885508,3.46e-06,-2.16282315061889,0.432,142.025,175756,"4",9,"medium"
"109","Ain't Always The Cowboy","Jon Pardi",55,18,7,72.3333333333333,13.7130594689879,"Jon Pardi",0.539,0.837,9,-3.458,"1",-3.2570970376884,-4.66704558970618,0,-1.33941077522104,0.551,151.913,220881,"4",9,"long"
"110","Ain't Easy","YoungBoy Never Broke Again",83,1,7,83,0,"YoungBoy Never Broke Again",0.738,0.678,11,-6.596,"0",-2.00991547903123,-1.73727128394399,0,-1.38629436111989,0.514,79.002,145851,"4",26,"short"
"111","Ain't My Fault","Zara Larsson",76,7,7,83.4285714285714,4.3493294502333,"Zara Larsson",0.576,0.782,6,-4.825,"0",-3.51998091765212,-4.85619894079184,0,-1.25526609871349,0.355,141.153,224031,"4",12,"medium"
"112","Ain't No Stopping Us Now","Kane Brown",88,1,7,88,0,"Kane Brown",0.494,0.885,10,-5.725,"1",-3.42344299060947,-8.67384700146161,0,-2.17155683058764,0.471,75.992,182720,"4",10,"short"
"113","Ain't Shit","Doja Cat",24,14,7,60.7857142857143,27.637286184227,"Doja Cat",0.855,0.488,3,-4.601,"1",-1.57021719928082,-0.681218609694672,0,-1.05843049903528,0.619,124.097,174253,"4",8,"long"
"114","Ain't Your Mama","Jennifer Lopez",76,2,7,84,8.30199234660433,"Jennifer Lopez",0.757,0.678,8,-5.529,"0",-1.45671682541644,-3.05336138639063,9.14e-06,-2.72723302051898,0.82,120.075,218235,"4",14,"medium"
"115","Album Of The Year (Freestyle)","J. Cole",87,1,7,87,0,"J. Cole",0.705,0.816,10,-7.046,"0",-1.13943428318836,-2.51949809455762,0,-0.742337424750717,0.929,94.211,138872,"4",7,"short"
"116","Alice","Lady Gaga",84,1,7,84,0,"Lady Gaga",0.723,0.88,11,-4.287,"0",-3.27016911925575,-5.70178447199353,0.0179,-2.76145097782933,0.323,123.036,177600,"4",9,"short"
"117","Alive","Sia",56,3,0,99,0,"Sia",0.508,0.762,6,-4.217,"0",-3.01797788250131,-1.3704210119636,0.000122,-2.22562405185792,0.444,99.963,263520,"4",3,"medium"
"118","All Around Me","Justin Bieber",100,1,7,100,0,"Justin Bieber",0.566,0.438,0,-7.564,"0",-3.30497852392161,-0.211956361923645,0,-1.55116900431012,0.692,117.127,136907,"4",13,"short"
"119","All Bad","Future Featuring Lil Uzi Vert",54,1,7,54,0,"Future",0.931,0.667,6,-7.043,"0",-1.14570389620196,-4.24052707240018,0,-1.89711998488588,0.667,142.039,207739,"4",6,"short"
"120","All Da Smoke","Future & Young Thug",77,1,7,77,0,"Future",0.893,0.583,0,-6.862,"1",-1.07587280169862,-3.63061054598996,1.33e-05,-1.90380897303668,0.115,147,204960,"4",6,"short"
"121","All Dat","Moneybagg Yo X Megan Thee Stallion",70,4,7,80.75,12.2069348838789,"Moneybagg Yo",0.792,0.772,2,-3.904,"1",-1.30933331998376,-5.23252962601003,0,-1.43969513784701,0.414,120.047,143958,"5",12,"medium"
